apk,des,per,pp,ui,cg,des_psg,BLEU-n_psg,ROUGE-L_psg,des_ctx,BLEU-n,ROUGE-L
my.com.avio, Easy to find our contact information and location,contact,Reasons to request contact permissions is required to read and transfer contact data via Bluetooth.,Backup Contact Select Contacts,click select contact run get contact list get lookup , including its headquarters location and contact information,23.61549443231004,26.6666661688889, this app is you to create a car the app of your current location,5.368484383850604,19.04761857596373
sai.laddishahji, I came in contact of his grandeur through one of his followers and have seen my faith leap in multiple folds,contact,"Certain features available in the Service may allow or require us to obtain your location information, including GPS coordinates in real time ( 'GPS Location ').",Settings GPS ,get accuracy set longitude set latitude get longitude get latitude get time,the purpose of this app is to provide a microphone activity in the kangaroos app  where users can record audio and have access to tips related to bluetooth and gps usage,5.88206322190904,13.33333285333335, this app uses your location to gps you with gps and track your location to use your location,2.067310944664143,6.6666661866667
schoolpad.kidsrkids.app, Parents can also send messages and discuss their child related queries with teachers directly through this app,sms,we need access to information such as device storage,save photo saved exit,get external storage directory click save get cache, a calendar view to track expenses by day  users can also set reminders and tags for expenses,8.791418270421788,18.18181768227733, you can download and external it in the app or use it for the app to use your phone card on the app,4.51081553664433,17.64705832352943
mobi.omegacentauri.twopoint, by first pointing the camera at one end of the object and then the other,camera,two point height needs to access the camera in order to display the camera view on the screen,aim your camera to the object go back,auto focus set content view set parameter open camera, the ui includes a preview of the camera viewfinder  the app includes methods for handling camera settings,14.664351284159396,15.384614884615402, take a photo with your camera,1.7309027648888407,10.526315357340737
at.hakkon.scbracket, reminder to get in your predictions an hour before a tournament begins,calendar,Request permissions include access to device location information.,show weather Monday Tuesday Wednesday Thursday Friday Saturday Sunday set location add,set click listener click add location set latitude set longitude run background execute get provider get current location, the app includes a text box where users can enter their location to get weather updates defined location or log in with a specific location  and an autocompletetextview where users can enter their location to get suggestions,5.816006570025096,21.052631146814413, this app is you to display a location information and gps,6.280073212319239,17.39130384877128
com.access4.communicator.android, All communications preferences and contacts as well as their contact information are synchronized across devices,contact,write storage permission is used for saving downloaded files to external storage.,documents view statements download back,start create finish inflate request result size get view click get external storage directory, as well as other details such as build information and location settings,19.22304750644409,24.99999951388889, save your own music music and external in app will be be text download stored etc etc,2.589413283930688,7.142856642857177
com.backintime, Turn off the microphone for other apps ,microphone,the sole purpose to record audio with the application is to generate and display processed data on screen in form of a spectrogram or analyzer viewallows the application to record audio for anlyzation purposes it also allows the application to modify global audio settings such as volume and recording source,speak to your microphone,set audio source, the app includes an ad listener for the videoview and a permission checker for the microphone,9.354933536308875,19.99999954500001, the app uses your device to the phone with the microphone,10.422151041340243,24.999999507812507
com.kisscarservice.mobile.android, Driver location and ETA,location,"Sometimes our services require us to collect your location data (through GPS). If that is the case, you will be requested to grant consent beforehand.","User locations are used to calculate planned routes, find near by places and when checking in at parking places Get current location save location",get time get last location get location set get last known location ,s location and camera,32.103853074468255,49.99999950000001, the app uses your location and get a picture to get you to scan on the map,6.638763294693575,22.222221876543212
com.svprdga.birthdays, will read the information of your contacts and will set a reminder to show you all the details regarding when they celebrate their anniversary and how many years they turn,contact,Microphone permission Used for accessing and recording microphone audio from the User's device.,set audio quality start recording end,start recording set audio source ,s database to set as a ringtone  the code retrieves all the contacts from the device  which can be used later to set a ringtone,10.375411915335468,17.777777289876557, record your voice,0.0021509499055288113,6.896551538644475
com.qatariphrasebook.android,dictionary equipped with relevant pronunciation is aimed at making first communication contacts with natives in Qatar in different daily life situations,contact,"Application uses contact permissions: Contacts (read your contacts) - connecting Your contacts with profiles (name, avatar, sending reports)",Add contact to fill this list,click add people add contact name add contact photo, ip2location  is to provide users with location  which allows users to share their current location with other apps or services,4.942289933375971,11.42857093224492, set ringtones to your contacts,0.38835221914227736,8.333333003472235
com.xtreme.construction.simulator.heavy.crane.game, In the construction excavator game you will have to move the river construction simulators handle in the right angle and direction to lift up the cargo ship manual stuff and place it on the river construction simulators heavy truck dumper to transport it to the required  road building moto xtreme construction site location,location,we use gps to determine users exact location. We do not store or share users location information.,Choose location Filter by Location Search,get location get last location get last known location ,the purpose of this app is to request location permissions from the user and initiate the process of delayed write to the preferences file  this app handles the case where the app does not have the required location permission by trying to fall back to a different method to retrieve the location data and updating the user s location in the onesignal app,10.164200375683349,10.256409757725208, location access and gps location information,0.00515374748502026,9.523809314058962
com.sandsmedia.apps.android.conference.ijs, you can even compose your own personal schedule,calendar,"When you use the App and with your consent, we may collect and use your precise (or GPS) location information collected from the App to enhance your use of the App by providing you with sessions and meetings nearby.",find your location,location get altitude location map get current position get last known location , users can also set their preferred language and location,5.010658302996347,11.764705384083063, this app uses your location to your location,5.677983649215282,14.285713795918387
com.talgov.MyTPD, Easy contact for TPD through phone and e,contact,read external storage permission used for loading the photos and videos,select file save as pdf return,parse path strategy get external storage directory get file get path strategy get storage state attach , including its headquarters location and contact information,9.559514593488808,13.333332835555575, save your photos with a picture photos and select a photo from gallery,3.4127942869901453,10.52631530193908
com.skitude.Ovindoli,Remember that the App can access your location and GPS information to,location,"Your personal data collected through mobile applications and/or websites, or any other means, your location and activity on our platforms, including the IP you connect from (for reasons of security and fraud), and other necessary data, are used to provide you with our services. If you use a mobile app to access services, you have the option of using the device's locations services to share your location with your Skitude friends. Your location will also be used to show you relevant information and advertising.",get current location,add resort circular get accuracy location get current place set notification view prompt notification , as well as to request user location and camera access permissions,15.468238339293414,18.181817685950424, the app uses your current location,11.834051476550055,44.444444000000004
org.peekvision.public.android, SMS reminder functionality and other features,calendar,we allow you to download content and store it on your device in your usb storage,Download Image Audio Video Downloading Downloading Error,"resolve possible path get external parse path strategy save gallery get path strategy save path get external storage directory attach save card dump get external cache get file get storage state load file save gallery 
",s location and other settings,20.101828237811016,36.36363586776859, download and share your favorite files,7.757368003220255,16.666666166666683
com.viviola.hijabselfiecamerabeauty, so you will be beautiful when wearing the hijab and to selfie in front of the camera,camera,Some of the application may request your camera data. It is used to capture for the purpose of editing and we don't share any photo data with anyone or any other app or person.,put qr code in the center scan,start run scan get camera open open camera open camera run set view auto focus,the ticameraactivity app is an interface for the user to interact with the camera functionality of the app,13.832407398124534,19.354838210197727, the app uses the microphone to the microphone and the voice the app,7.53339745337251,17.391303924385642
com.briltime.android.brilnetnew.app, Search for videos by location or interests,location,"Sometimes our services require us to collect your location data (through GPS). If that is the case, you will be requested to grant consent beforehand.","User locations are used to calculate planned routes, find near by places and when checking in at parking places Get current location save location",get time get last location get location set get last known location ,s location or saving the app,16.9081468703987,30.76923027218935, the app uses your location and get a picture to get you to scan on the map,2.589413283930688,9.523809079365101
com.bugwood.outsmart,By taking advantage of the increasing number of people equipped with Android or digital camera,camera,"The images you take using camera, or if you use any image from gallery, will remain inside the app only, we do not have access to any of your images.",tap camera icon to start,click create view holder unbind icon set click listener set set icon take picture save, providing users with a centralized location to access various features and functionality of the app,9.995837470371209,13.793102948870407, select a photo from the gallery or take a photo with the camera,8.786287635294594,24.999999513888895
msm.profcon, Also Get the program schedules and updates,calendar,request to access device storage information,view programs add to calendar download return refresh back to main app,create calendar event execute raid fetch play audio load web content seek audio set hand shake attached window run track conversion start recording post social execute restore instance state insert meta mute video get external cache directory, initializing and starting the camera preview,11.00814556571441,15.38461488757398, download and download your phone and save your phone in your phone and use it as your friends in your phone or save it,1.8215143123130393,11.111110635802488
com.bolshakovdenis.soundanalyzer, and be used as a spectrum analyzer for the microphone signal,microphone,Some of our apps may need Record Audio permission,Sound Level Meter Calibration Mode Display Sound Level,start recording run get state run stop release, the app includes an ad listener for the videoview and a permission checker for the microphone,18.3113689389813,41.66666617013889, record your voice to audio it through the microphone,10.310093623862327,19.99999950500001
com.facemakeup.beautycamera,Take a Photo with selfie camera and Create best looking photos with advanced Beautify face Makeup tools to makeover your photos so beautiful ,camera,we need access to your device storage to save pictures and videos.,frame select apply cancel save,click get external storage directory save share picture taken set click get instance, which includes a camera  and camera permissions  method requests runtime permissions from the user to access camera,7.606568327928292,22.857142377142864, save your photo to your photo and share it to your device,4.445797145903455,27.586206497027348
com.synchronoss.pcloud.android.syncdrive, contacts and documents in the cloud and instantly access the files across many devices such as mobile,contact,this app needs to agree to a permission to recognize device location.,get location,run execute get provider get latitude get longitude, upload contacts  such as storing or transmitting sensitive user contacts and access tokens during interactions,14.589415988939615,20.68965467300833, access your location with a location,1.2402460266015962,9.999999625000015
imperiamobile.org.albtelecom,"Check your current use (airtime, SMS, data)",sms,This app requires access to your current location.,get current location,request map get last known location request ad management open map display current location, and save the current time when the app is stopped,4.057952254348542,12.499999507812518, the app uses your current location,8.68093205438004,30.76923027218935
com.tomatomusic.newringtones,Get the newest ringtones for your Android phone now,contact,Your storage of device will be accessed and written by our application in order to provice you with better functionality.,Top Ringtones Select Save to Local,get external storage directory set click listener click save file append, for the contacts app  list of contacts,8.286931933434786,13.33333285333335, this app can be saved to the phone in the app in the app can be saved and you can be your image in a app,3.9855937786860527,17.39130387145559
com.bluejaysounds.horrorringtones, scary voice and other frightening sounds you can find in our new horror ringtones app for Android,contact,RECORD AUDIO Allows the Application to record audio from microphone.,set audio quality start recording end,set audio source click start recording select quality save recording,s location  the app is likely used in a banking or financial app that requires location access and other permissions,9.172820153616431,11.111110612654343, record your voice,0.16389777239712894,9.999999745000007
com.punchh.bahamasqsr, Find the location nearest you and start earning rewards today,location,"We collect certain information from your mobile device, including but not limited to the following: Location Information that allows us to periodically determine your location, which may include your location relative to and within third party merchant locations.",get current location find ,set location accuracy get current position set longitude set latitude click listener click search nearest golf range request map start map, and disconnecting the location services when the app is paused,15.215530331954128,21.052631080332425, the app uses your location,5.8410590425426046,26.66666622222223
air.com.hiddenobjects.HiddenObjectsStory,Drag the image with the finger to explore the location,location,"We may collect your location information to add geo tags to the photos and videos you take on our services. With your consent, we may collect such information through GPS, wireless network, wifi network, etc. You can revoke your consent or turn off geo tags by changing your location permissions in settings.",find current location save,run background get current location select photo tag location set, accessing the location  and accessing the location with fine details,18.704563271698262,26.6666661688889, the app uses your current location,6.676777792185463,28.57142808163266
media.bass.equalizer.speakerbooster.playerxo,	Easily set any song as your default ringtone within seconds,contact,Camera: This is used only to open camera for taking photos.,"If your camera take a picture in silent, please leave it as OFF. Camera",click action set preview display take picture send message list item click start handle message run ,the purpose of this app is to provide users with an interface to set their ringtones  the app contains a variety of options for setting ringtones  including setting a song as a ringtone,5.522047117727554,22.857142448979594, this app allows you to take a photo of a time and app from your device gallery,2.589413283930688,7.999999520000029
nz.netproject.runaway, athlete tracking and up to date event schedule,calendar,read sms permission,backup and export your favorite sms for free backup export exit,set click listener click export messages get content set click listener click backup message get content provider save message,s camera  and the camera is set up to perform a scan,12.58440046131092,31.57894688088644, read contacts to read the contact contacts,5.681353136087588,15.38461491124262
com.tatobite.ordering,	Location based listing of all the restaurants in your location along with its distance from you instantly,location,"In some cases we collect and store information about where you are located. This may be accomplished by converting your IP Address into a rough geolocation, or by requesting location information from the device you are using to access the Services.",get current position,check get current position event listener added use update location get provider , bike locations  the app includes a map view that displays the location of bikes  and distance from their current location,12.457384357498084,23.529411266436, location to help the location to get gps of phone,6.653474232554249,16.666666222222233
com.surround.stereo,Featured best to listen to 3D ringtones,contact,We request a permission RECORD AUDIO to record your voice and you can listen to it again. ,Hide Record Audio Click To Listen View Question Check Answer Show Conversation,"run start recording run record run record audio 
", such as writing to external storage,6.56647024797714,16.666666166666683, the app is you to record the microphone to your phone,6.877744262307546,13.33333285333335
ru.inplayroom.jeweler.android, Second pressing select the location where you want to move or click the link to the pre link that would leave it in place,location,CAMERA Used for permissions that are associated with accessing camera or capturing images/video from the device.,Camera Scaning No QR code detected Refresh Cancel,open set flash mode set preview texture start preview stop preview ,s location data to the app  which requires the user to grant location permissions  asking if they want to stream their location data,11.779135109094453,16.216215719503303, you can take a picture to take pictures and apply your photo with camera,2.628096754575812,12.121211643709847
innerlife.keyboard.multilanguagekeymapredefiner,A lot of people ask me why app have a permission to read user's contacts,contact,"Our application get user's family/friends phone number and save into the application, Which means it makes the user to enter the individual contact to store in the application",Select Contact Show Contact Numbers,activity result get contact details get contact number display, method sets a permission to access the camera and external storage and registers events for this activity,12.453507657586686,19.99999950222223, this app is your contacts,1.7592931750512613,21.052631191135738
com.KeepCalmWallpapers.picture, MMS or SMS,sms,"by accepting our privacy policy and terms of service, you consent to our collection, storage, use and disclosure of your personal information as described in this privacy policy.",select contact backup select folder start cancel exit,activity result run get external storage directory call run get file name item selected parse path strategy get path strategy get real path get free external storage space get file get storage state, or location services,17.4293276085103,33.33333283333334, download and download your ringtones and share your friends or friends,4.059303217698318,19.999999580000008
com.mtdata.UnicityWinnipeg, favourite locations from your Web Booker account,location,Permissions needed by our applications to work properly in your device: RECORD AUDIO: Allows the application to record audio when it is in use.,record audio,activity result set audio source start recording, or scanning files from the external storage,6.553810101428183,14.285713785714302, select a photo from the gallery or take photo using the camera,3.707947408994927,11.764705397923896
com.neversea.mobile, and we will send you through the App a reminder before every show that you,calendar,"Your personal data collected through mobile applications and/or websites, or any other means, your location and activity on our platforms, including the IP you connect from (for reasons of security and fraud), and other necessary data, are used to provide you with our services. If you use a mobile app to access services, you have the option of using the device's locations services to share your location with your Skitude friends. Your location will also be used to show you relevant information and advertising.",get current location,add resort circular get accuracy location get current place set notification view prompt notification , the ui includes a calendar  set a reminder  this app includes several lifecycle events that are used to manage the app,11.8211818772203,24.999999507812507, the app uses your current location,4.456939125877479,19.999999580000008
com.wellrx, You may cancel your registration at any time or file a complaint by contacting Customer Care,contact,"write external storage permission is required to save photos and videos, we do not share your information.",take picture save gallery select photo return exit,get external storage directory run request output process result gallery restore state activity result activity result call take picture get file name run get real path run execute write file, the ui includes a camera surface s camera and can potentially capture photos or video,4.680234618361498,6.666666168888927, save your photos to your phone gallery,1.8118207695714357,9.090908694214892
com.securepenny.scc, They will also receive reminders for payment and notifications from SCC,calendar,"Should High Quality Applications request and collect any of the following permissions or sensitive user data: microphone, camera, accounts, contacts, or phone",Top Ringtones Set as ringtone Set as contact ringtone Set as notification Set as alarm tone Share this super cool app Get more apps ,get stream get contact photo stream get stream content ,the purpose of this app is to provide a centralized location for users to receive and manage push notifications from an app,9.837208731034757,24.99999954882813, record your photos and take pictures,3.3713382369296543,11.764705425605555
com.marathi_apps.saraswatiapp, You can set any of them as ringtone of your phone or as an alarm,contact,access external storage,set as wallpaper save image cancel exit,click execute execute get cache directory click get free storage space external get dump app selected execute run create add wallpaper,the masteractivity app serves as the main entry point for the weather application and provides a centralized location to manage various aspects of the user experience  location settings  it restarts the ad targeting and checks if the gps location is set as the current location or as an alert,6.627380376102343,15.999999615200007, save your own image in your device,2.090053016801523,10.526315357340737
com.skyhop.pilot,time location of driver and estimated time of arrival,location,"When you visit the mobile application, we may use GPS technology (or other similar technology) to determine your current location in order to determine the city you are located within and display a location map with relevant advertisements.",get location,get longitude get latitude start map get current location get distance to driver display remaining time, the location and tags of the report  and the location of the report,14.254439010837377,46.153845656804734, access your location with a location,4.705081532626855,16.66666618055557
com.mykeyboard.myphotokeyboard.koreankeyboard, Pick from Gallery or Capture from camera,camera,Device access information Camera,Top Model Photo Montage Cancel Rotate counter clockwise Left Rotate Right Done Done Top Model Photo Montage Start Camera Open Gallery Save Image,start capture camera thread start capture , such as the camera or storage,11.00814556571441,16.666666166666683, take photos and videos with the camera,6.553810101428183,15.38461488757398
com.ymca.MELyons, Easily view schedules for each day and filter for the types of classes that you like,calendar,"You can download the images that you like simple, you just have to press the button",Notifications Daily Weekly None Save ,"empty default get cache directory create create default get external storage directory load list view create get external cache display display load list view get cache directory create load list view get cache directory display create disc cache build get individual cache directory 
", the app includes an ad listener for the videoview and a permission checker for the microphone,11.51829209890568,21.42857093112246, download and share your photo in a device and select a photo from your gallery and,2.755514749401011,7.6923072041420415
com.PhotoFrameGlitter.PictureEditor.SelfieCameraForGirls, and enjoy using the shiny camera cool photo creator and editor girl apps free,camera,Camera permission allows us to use your device's camera to take photos / videos and turn ON/OFF Camera Flash.,gallery select take picture choose effect button,get device get camera parameter setup open camera take picture, and a camera and gallery button  or to capture an image using the camera,15.594541478982428,31.99999950080001, select a photo from the gallery or take a photo with the camera,7.453735820446133,17.39130385633272
com.slydroid.piano1,In case of contact the piano activates small animal animations and optional vibration to arouse the child,contact,Permission required by the app: read contact,Adding Contact Contacts Events Contact Info,click progress update click resume create click progress update ,s consent to access the external storage and a dialog to confirm the deletion of videos,9.442569187612415,19.99999950222223, read contacts to read the contact contacts to scan the friend,7.043153600222319,17.391303924385642
edu.asu.law.pulse, and add events to your phone calendar ,calendar,access to user calendar,Add Calendar Events,create set content view get calendar get instance get time add event put extra,s camera roll  opening the camera app  such as logging events to facebook ads and requesting permissions to access the camera,7.085178503429031,16.666666253472233, read and calendar to read and read calendar,13.271352303823639,54.54545408264463
com.gumdropgames.FireTruckRescueSimulator,s your job to wait for the police services to contact you when you,contact,Permission required by the app: read contact,Adding Contact Contacts Events Contact Info,click progress update click resume create click progress update ,s camera focus functionality for the camera  as well as options to handle different camera modes,11.51829209890568,31.99999950080001, read contacts to read the contact contacts to scan the friend,9.251477765276224,31.578946903047093
incomingcallerid.callerinfo.trackcaller,User can optimize display location according to their device Screen,location,camera this permission is used exclusively to enable the flash of the camera,Camera store image in Picture gallerybGallery My Photos Photo Save Set as wallpaper Share with Delete Exit,create open camera get camera device set preview, the app also allows users to start an image capture activity and save images to their device,12.453507657586686,23.076922603550305, qr is app is a qr of the camera and scan the qr with the app and scan the time on the app in the device,1.679324021628631,8.33333284722225
com.gnhearing.gnbemore, you can even tag to a location,location,save contacts as a file in the storage of your phone/device.,Contacts Select Export Select Folder Start,initialize write file public directory test file get file run get external storage directory run run get path strategy get storage state parse path strategy run run get available file attach get free external storage space get external cache get request run get external need permission run ,s excel sheet stored at a location,16.862012739611025,28.571428071428578, you can send the messages to the friends and send the call call to your contacts,9.354933536308877,33.33333285802469
com.frstudios.happybirthday.animatedframe, Simply select a picture from gallery or camera and adjust with in the selected frame,camera,"The apps of Camera are using this permission : android.permission.CAMERA . This because this application will record camera sensor and microphone data, which is used for the purpose of taking photos and recording videos. ",open gallery take picture,click get camera open camera set camera parameter take picture take picture take picture, the dialog will show either the gallery or camera options,15.72284274750688,24.999999531250005, this app can be videos to take phone from the camera,6.639246308789717,15.384614896449719
com.bluejaysounds.trancemusicringtones, Free Ringtones will boost your phone with the best trance ringtones,contact,we may collect and process information about your actual location through GPS signals sent by a mobile device or Wifi in order to obtain your location for the purposes of providing our Service,find my phone,get latitude get longitude, the ui includes options to take a photo with the camera,10.422151041340245,19.99999950000001, find your current location,2.1647156325908465,14.285713877551034
com.techzap.freeemoticons, We provide you the most ultimate collection of the best in the class of SMS and quotes to make your chat more textual and special for someone special in your life,sms,"the app may collect personal data like sms'es, contact information, location data, etc",message select all cancel,get content provider get message list receive sms message create from, method is a listener method for the seekbar widget and animates the camera in the google maps app to zoom in or out based on the radius size of the marker,12.335602083224314,12.24489745939194, this app uses the gps location on the map,0.7348161734733245,6.249999625000022
com.peacehealthrides, You can return bicycles to hub locations or lock them to public bike racks for a small fee,location,we need access to your storage of your device.,"PC Sync allows to synchronize your Calendar, Contacts, To Dos, Notes and Password entries with EssentialPIM",get external storage directory set view appr click create form attach files,the purpose of this app is to provide a user interface for a camera cover app,8.25569986967734,18.749999501953145, save your photos and share it in your friends and use it to your friends on the gallery,2.4422393111101006,6.666666175555591
com.music.androidmusicplayer, Set any audio file as your phone ringtone,contact,Read and write contact to select contacts and set ringtones,Set Ringtone,get contact list load resource select ringtone setup contact, such as the ringtone,7.550705497025077,33.3333328888889, read contacts to read your contacts,5.558397061950588,16.666666222222233
com.olo.portillos,Order from anywhere and pick up from any location,location,"When you access the Application, we may collect your ip address, location data. We use this information to provide a tailored experience for you, such as, but not limited to, helping you find and connect with nearby locations.",find current location,create get provider run background get provider execute executor get time get current location start run background get last known location, location  and gps status  and view current location,8.452663537878221,28.57142808163266, find your current location to find the city or get you in the shops,3.1613146643144376,9.999999520000022
course.examples.headinghome, reading your contacts to make entering a phone number easier,contact,save contacts as a file in the storage of your phone/device.,Contacts Select Export Select Folder Start,initialize write file public directory test file get file run get external storage directory run run get path strategy get storage state parse path strategy run run get available file attach get free external storage space get external cache get request run get external need permission run , a list of invited contacts  an add contacts view  and a button to invite contacts to join the chat,7.846456362990641,15.999999520000014, you can send the messages to the friends and send the call call to your contacts,9.354933536308877,19.04761854875285
www.fulltankng.com.fulltankng, Browse and Search Filling Stations by location ,location,"Sometimes our services require us to collect your location data (through GPS). If that is the case, you will be requested to grant consent beforehand.","User locations are used to calculate planned routes, find near by places and when checking in at parking places Get current location save location",get time get last location get location set get last known location , filter by location,11.926434869917646,39.99999958, the app uses your location and get a picture to get you to scan on the map,4.403409902392706,9.523809079365101
com.sunappdeveloper.iptools, So you can ping or to trace Route IP address from multiple locations,location,this app reads the content of your external storage or sd card,Take a Screenshot Save Image Cancel,run refresh available external storage publish install wait response populate request refresh periodic extended device run set event extended device remove view player flush wait get external storage directory run run window focus resume receive window focus get cache directory , and a camera and gallery button  or to capture an image using the camera,8.109618008555142,15.999999500800016, read contacts to contacts for internal use for the purpose of assigning ringtone to desired contact,2.755514749401011,7.692307192307725
com.xtreme.heavy.excavator.crane.simulator, Drive offroad excavator driving challenge and park to the desired location,location,"In the event that location sharing is enabled in the application, the mobile product also allows us to collect information about your location or the location of your device using the GPS coordinates provided by your mobile device",geolocation This shows your location on the map my location,request location get best provider get last known location get current position , such as reading and writing to the external storage,13.6086848461865,29.99999950500001, the app uses your location to your location,9.121258153475855,23.529411307958487
com.broadsoft.officeuc.android,Access the same contacts you already have in your Android Phone and your Company Contacts,contact,This app requires camera permission. Because the app need to open camera for scanning purpose.,SCAN IT,open driver start scanner start scanner camera camera surface get preview sizes get camera resolution receive resume ,camera  and to handle the associated camera functionality in a clean and efficient manner,6.949072543384193,23.99999950080001, take photos and videos with the camera,3.516748886522909,9.999999545000023
com.agatestudio.quizkaesang,write to external storage,storage,we need access to your device storage to save pictures and videos.,save image,get external storage directory, such as writing to external storage,38.0341378898962,59.99999952, save your own music music and external in app will be be text download stored etc etc,2.589413283930688,11.11111076543211
com.diamond.zipper.pink.leopard.love.theme, pink camera and pink sms and settings and pink leopard gallery etc,camera,some Apps may include functionality which allow you to take a picture using your camera or use your microphone to make a recording.,take picture effects apply save to gallery,open camera capture take picture, and a camera and gallery button  or to capture an image using the camera,13.208194149763877,19.99999952000001, record your voice in a camera,2.853776205985895,14.285713795918387
com.xiglute.app, cell phone ringtones and much more ,contact,we need access to your storage of your device.,Show All Ringtones make new ringtones delete audio file Save new ringtones,get external storage directory get file path select music write get path strategy get file attach connect write save share file , and external storage permission check,7.800262836784081,18.181817685950424, download and download your image in your phone,9.578122612241073,16.666666166666683
com.mykeyboard.myphotokeyboard.vietnamesekeyboard, Pick from Gallery or Capture from camera,camera,Device access information Camera,Top Model Photo Montage Cancel Rotate counter clockwise Left Rotate Right Done Done Top Model Photo Montage Start Camera Open Gallery Save Image,start capture camera thread start capture , such as the camera or storage,11.00814556571441,16.666666166666683, take photos and videos with the camera,6.553810101428183,15.38461488757398
com.helixmwr.patient, You will now choose the location of where you would like our medical team to visit you,location,"Geo location data, which is any Information which indicates the geographical position of your device and which may include the time the location was recorded, and may include precise (e.g., GPS-level) location data. ",tag your photo with location and get easy organization,get last known location provider request map record current location get longitude get latitude tag photos with location, such as tracking and reporting the usage of the application  managing the location of the user,12.456627428256391,22.22222172839508, location to gps the gps of gps,4.64285468842915,19.999999625000004
com.tinydragonadventuregames.exploration.lite.fishing.game.boat.fish.wild.daily.catching.sport.free.hook.rapala.ace.river.mcpe, and lake locations to catch bigger fish each outing,location,Request permissions include access to device location information.,show weather Monday Tuesday Wednesday Thursday Friday Saturday Sunday set location add,set click listener click add location set latitude set longitude run background execute get provider get current location, for adding locations to a gps application  for adding locations to a gps application  the ui includes a form where users can enter information about the location,4.139638634889686,14.814814370370383, this app is you to display a location information and gps,6.877744262307546,9.999999505000023
com.openintegra.dsk_smart_business, find ATMs or bank branches closest to your location the map,location,"we provide location based service such as routing, navigation. Therefore, access your location information is necessary.",search atm bank branch get location cancel quit,get provider execute executor get current location, location  the app may also display certain dialogs to the user to request location,10.731292814895088,18.181817681818195, access your location,3.1437740996339025,28.571428234693887
com.pinantung.winterfashionphotoframes,Choose photo from gallery or take new photo with camera,camera,access storage,open gallery select photo ok cancel return,click run get external storage directory, the ui includes options to take a photo with the camera,16.940341917891775,42.10526265927979, you can download your images to your phone or sd card,4.059303217698318,10.526315290858749
com.mdc.victory_cab_app3,Cab location,location,location data will be collected from your device.,enable location to continue your location lagitude longitude,run get latitude get longtitude run run release, location services,26.17965237082948,49.99999950000001, access your location and you can send you can share your current location,3.4127942869901453,18.181817884297523
com.mobobi.bibleoffline,"bookmarks and devotions with friends and families via Whatsapp, Google+, Facebook, Twitter, email, SMS",sms,access to device storage to store downloaded files,view download,run get external storage directory run run, which allows users to share their location with friends and contacts  allowing users to easily share their location with friends and contacts,11.429704906796935,23.07692257692309, save your own music music and external in app will be be text download stored etc etc,2.3020136960780513,7.4074069080933125
com.goodbarber.kevari, the location of more than a thousand graves on 35 countries,location,we may collect and process information about your actual location through GPS signals sent by a mobile device or Wifi in order to obtain your location for the purposes of providing our Service,find my phone,get latitude get longitude, the location and tags of the report  and the location of the report,16.461243916605813,35.29411719031142, find your current location,2.1647156325908465,13.333332942222235
push_notification.lapcare.tm.pr.bank.com.fuel_prize, Find vehicle location,location,"this application may use gps technology to determine your current location in order to display your speed, altitude and coordinates",display location speed km/h ,run background get speed get current location, location services,15.87876182352661,39.99999952000001, get gps location on your location,7.757368003220255,24.999999531250005
com.actioncharts.smartmansions.gpstour.eaglerider, and directions to the nearest points of interest,location,"In some cases we collect and store information about where you are located. This may be accomplished by converting your IP Address into a rough geolocation, or by requesting location information from the device you are using to access the Services.",Search location or place Location Service is Enabled,location change add map show region map ready get longitude get latitude item selected get last known location, and save the image to the device,19.250094475283618,42.85714236734694, the app uses your location to gps you with gps you and track your location to track your location,5.472722335236624,21.052631091412756
com.smart.mobile.lin.keypad.lock.screen.emoji,volume and bluetooth and quickly open flash light and camera from screen lock,camera,Users have to grant the app camera permission. We use camera to take photo.,Crop Image SunGlasses Privacy Policy SunGlasses Editor My Images My Image ,create set capture session start capture, as well as to request user location and camera access permissions,8.689498843337708,19.04761854875285, take photos and videos with the camera,4.679780638655421,22.22222174691359
com.healthinfo.flaxseedoil.benefits.weightloss.hairloss.skin.nutrition,"Share your favorite benefits with your friends and family through email, SMS",sms,this app might access your device's camera to let you take a new photo or access photos or videos stored on your device for editing,Start Video Choose Contact Start Cancel,get device get camera open camera, which allows users to share their location with friends and contacts  allowing users to easily share their location with friends and contacts,8.325573149802048,33.33333283680556, select a photo from the gallery or take a photo with the camera,3.4127942869901453,9.523809024943338
com.msedcl.app, after receipt of SMS from Mahavitaran,sms,Required permission: read and write external storage.,Gallery Select Photo Upload Done Save Image,"touch capture image result get external storage directory activity result 
",off state of the camera,7.800262836784081,18.181817685950424, you can download the share your external storage to a photo from your device,3.1613146643144376,10.526315357340737
in.bansalindia.policesounds, AND police ringtones app,contact,ACCESS MICROPHONE Allows the Application to make Recordings using the microphone.,press microphone button to start ,set audio source click start recording pause record , such as setting ringtones  contacts,9.527262543222346,22.22222172839508, record your voice and record it,7.757368003220255,22.222221728395073
